,0
crushinjury,5.021561477225426e-06
cc_ribpain,5.019994448441899e-06
cc_edema,4.994463384565353e-06
cc_jawpain,4.978492079070351e-06
cc_jointswelling,4.924482336246343e-06
fxskullfac,4.887345695835151e-06
immunitydx,4.88029089960869e-06
pathologfx,4.838219009379547e-06
ecodesotherspecifiedandclassifiable,4.79806026200022e-06
otherpregnancyanddeliveryincludingnormal,4.774955302073893e-06
spontabortn,4.7710594886290816e-06
leukemias,4.7212316755935385e-06
cc_otalgia,4.710289448587101e-06
cc_lossofconsciousness,4.630845144064908e-06
cc_giproblem,4.623975648617452e-06
poisnnonmed,4.53766074109466e-06
otacqdefor,4.451387531729235e-06
cc_toepain,4.414081875667264e-06
cc_facialinjury,4.347304289714444e-06
cc_eyepain,4.3169478198447375e-06
cc_medicalscreening,4.2983698767839635e-06
brainnscan,4.259726284059486e-06
influenza,4.238411228037383e-06
spincorinj,4.1926983420528725e-06
cc_oralswelling,4.177516137776007e-06
cc_feverimmunocompromised,4.143798945122255e-06
cc_decreasedbloodsugar-symptomatic,4.0300418718659e-06
cc_elevatedbloodsugar-symptomatic,3.9836251085561935e-06
cc_fingerpain,3.934328922423874e-06
cc_pelvicpain,3.794940973095075e-06
opnwndextr,3.535548642134159e-06
cc_cellulitis,3.444958367943825e-06
cc_breathingproblem,3.4446379354973647e-06
cc_addictionproblem,3.375786407283387e-06
giperitcan,3.3456864740988677e-06
cc_tachycardia,3.26536803329019e-06
lymphenlarg,3.2415335471873273e-06
otpregcomp,3.1823238869688156e-06
cc_vaginalpain,3.181307619428593e-06
tonsillitis,3.1000241987071335e-06
cc_vaginaldischarge,3.012877408903326e-06
cc_suture/stapleremoval,3.003162055177367e-06
cc_lethargy,2.997215252394017e-06
liveribdca,2.996566235765481e-06
cc_wristinjury,2.9820904440114445e-06
cc_dehydration,2.9174763285163146e-06
cc_urinaryfrequency,2.863969590230938e-06
meds_anti-obesitydrugs,2.825193058120529e-06
multmyeloma,2.800803147699691e-06
cc_rapidheartrate,2.7378516617065627e-06
cc_foreignbodyineye,2.5600171101617368e-06
ecodesadverseeffectsofmedicaldrugs,2.427936718777086e-06
burns,2.4143472832122656e-06
nervcongan,2.403433452890771e-06
cc_drug/alcoholassessment,2.3800400781043278e-06
cc_thumbinjury,2.370759367447106e-06
pancreascan,2.3350236425293817e-06
cc_hemoptysis,2.3143822682904115e-06
cc_ribinjury,2.292967147015306e-06
cc_withdrawal-alcohol,2.274788538638227e-06
cc_faciallaceration,2.2648092681355173e-06
cc_tickremoval,2.2413305791357545e-06
